route,series,seq,spot_key,description,leg_description
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,14,松山空港,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,
ゴールデンスペシャルサイコロ6 第2夜,ゴールデンスペシャルサイコロ6,1,羽田空港,サイコロ6の第2夜。再び羽田空港から出発し、高知空港にたどり着いた。,深夜バス乗り場の品川へ
ゴールデンスペシャルサイコロ6 第2夜,ゴールデンスペシャルサイコロ6,2,品川バスターミナル,サイコロ6の第2夜。再び羽田空港から出発し、高知空港にたどり着いた。,深夜バス「ノクターン号」で弘前へ
ゴールデンスペシャルサイコロ6 第2夜,ゴールデンスペシャルサイコロ6,3,弘前駅,サイコロ6の第2夜。再び羽田空港から出発し、高知空港にたどり着いた。,青森空港へ移動
ゴールデンスペシャルサイコロ6 第2夜,ゴールデンスペシャルサイコロ6,4,青森空港,サイコロ6の第2夜。再び羽田空港から出発し、高知空港にたどり着いた。,飛行機で福岡へ
ゴールデンスペシャルサイコロ6 第2夜,ゴールデンスペシャルサイコロ6,5,福岡空港,サイコロ6の第2夜。再び羽田空港から出発し、高知空港にたどり着いた。,博多駅へ移動
ゴールデンスペシャルサイコロ6 第2夜,ゴールデンスペシャルサイコロ6,6,博多駅,サイコロ6の第2夜。再び羽田空港から出発し、高知空港にたどり着いた。,新幹線で新大阪へ
ゴールデンスペシャルサイコロ6 第2夜,ゴールデンスペシャルサイコロ6,7,新大阪駅,サイコロ6の第2夜。再び羽田空港から出発し、高知空港にたどり着いた。,伊丹空港から飛行機で高知空港へ
ゴールデンスペシャルサイコロ6 第2夜,ゴールデンスペシャルサイコロ6,8,高知空港,サイコロ6の第2夜。再び羽田空港から出発し、高知空港にたどり着いた。,
粗大ゴミで家を作ろう,粗大ゴミで家を作ろう,1,宮の森,札幌で粗大ゴミを拾い集めて家を作ろうとした企画。,トラックで琴似へ(粗大ゴミ回収)
粗大ゴミで家を作ろう,粗大ゴミで家を作ろう,2,琴似,札幌で粗大ゴミを拾い集めて家を作ろうとした企画。,トラックで駒岡清掃工場へ
粗大ゴミで家を作ろう,粗大ゴミで家を作ろう,3,駒岡清掃工場,札幌で粗大ゴミを拾い集めて家を作ろうとした企画。,
闘痔の旅,闘痔の旅,1,二股ラジウム温泉,痔に効くと言われる湯を求めて、北海道の二股ラジウム温泉から下北半島の恐山温泉まで巡った湯治の旅。,車で平田内温泉へ
闘痔の旅,闘痔の旅,2,平田内温泉,痔に効くと言われる湯を求めて、北海道の二股ラジウム温泉から下北半島の恐山温泉まで巡った湯治の旅。,車で水無海浜温泉へ
闘痔の旅,闘痔の旅,3,水無海浜温泉,痔に効くと言われる湯を求めて、北海道の二股ラジウム温泉から下北半島の恐山温泉まで巡った湯治の旅。,車で函館港へ
闘痔の旅,闘痔の旅,4,函館港,痔に効くと言われる湯を求めて、北海道の二股ラジウム温泉から下北半島の恐山温泉まで巡った湯治の旅。,青函フェリーで青森港へ
闘痔の旅,闘痔の旅,5,青森港,痔に効くと言われる湯を求めて、北海道の二股ラジウム温泉から下北半島の恐山温泉まで巡った湯治の旅。,車で酸ヶ湯温泉へ
闘痔の旅,闘痔の旅,6,酸ヶ湯温泉,痔に効くと言われる湯を求めて、北海道の二股ラジウム温泉から下北半島の恐山温泉まで巡った湯治の旅。,車で恐山温泉へ
闘痔の旅,闘痔の旅,7,恐山温泉,痔に効くと言われる湯を求めて、北海道の二股ラジウム温泉から下北半島の恐山温泉まで巡った湯治の旅。,
宮崎リゾート満喫の旅,宮崎リゾート満喫の旅,1,宮崎シーガイア,宮崎シーガイアを拠点にリゾートを満喫する企画。,車でフェニックス自然動物園へ
宮崎リゾート満喫の旅,宮崎リゾート満喫の旅,2,フェニックス自然動物園,宮崎シーガイアを拠点にリゾートを満喫する企画。,
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,1,北広島市,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で夕張市へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,2,夕張市,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で幌加内町へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,3,幌加内町,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で雨竜町へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,4,雨竜町,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で名寄市へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,5,名寄市,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で豊頃町へ(名寄から約400km)
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,6,豊頃町,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で登別温泉へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,7,登別温泉,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で洞爺湖へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,8,洞爺湖,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で豊浦町へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,9,豊浦町,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で大沼公園へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,10,大沼公園,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で鹿部町へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,11,鹿部町,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,車で猿払村へ
北海道212市町村カントリーサインの旅,北海道212市町村カントリーサインの旅,12,猿払村,北海道の全212市町村(当時)のカントリーサインを車で巡る企画の第1弾。,
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,1,猿払村,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,車で追分本町へ
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,2,追分本町,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,車で丸瀬布町へ
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,3,丸瀬布町,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,車でサロマ湖へ
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,4,サロマ湖,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,車で能取湖へ
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,5,能取湖,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,車で興部町へ
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,6,興部町,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,車で下川町へ
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,7,下川町,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,車で大成町へ
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,8,大成町,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,車で上ノ国町へ
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,9,上ノ国町,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,車で生田原町へ
北海道212市町村カントリーサインの旅II,北海道212市町村カントリーサインの旅II,10,生田原町,カントリーサインの旅第2弾。前回の到達地・猿払村から再開した。,
東京2泊3日70km,東京2泊3日70km,1,羽田空港,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で田園調布へ
東京2泊3日70km,東京2泊3日70km,2,田園調布駅,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩でグランドプリンスホテル高輪へ(1泊)
東京2泊3日70km,東京2泊3日70km,3,グランドプリンスホテル高輪,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,レインボーブリッジを徒歩で渡りお台場へ
東京2泊3日70km,東京2泊3日70km,4,お台場海浜公園,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で日の出桟橋へ
東京2泊3日70km,東京2泊3日70km,5,日の出桟橋,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,水上バスと徒歩で東京タワーへ
東京2泊3日70km,東京2泊3日70km,6,東京タワー,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で六本木へ
東京2泊3日70km,東京2泊3日70km,7,六本木,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で国会議事堂へ
東京2泊3日70km,東京2泊3日70km,8,国会議事堂,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で最高裁判所へ
東京2泊3日70km,東京2泊3日70km,9,最高裁判所,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で日本武道館へ
東京2泊3日70km,東京2泊3日70km,10,日本武道館,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で神田神保町へ
東京2泊3日70km,東京2泊3日70km,11,神田神保町,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で秋葉原へ
東京2泊3日70km,東京2泊3日70km,12,秋葉原,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で両国国技館へ
東京2泊3日70km,東京2泊3日70km,13,両国国技館,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で浅草へ(浅草ビューホテルに1泊)
東京2泊3日70km,東京2泊3日70km,14,浅草,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,徒歩で大泉学園駅へ
東京2泊3日70km,東京2泊3日70km,15,大泉学園駅,羽田空港から大泉学園まで、東京都内約70kmをひたすら徒歩で移動した企画。,
桜前線捕獲大作戦,桜前線捕獲大作戦,1,西公園,開花したての桜前線を追いかけ、福岡の西公園から東北へ北上した企画。,レンタカーで一関へ
桜前線捕獲大作戦,桜前線捕獲大作戦,2,一関市,開花したての桜前線を追いかけ、福岡の西公園から東北へ北上した企画。,車で厳美渓へ
桜前線捕獲大作戦,桜前線捕獲大作戦,3,厳美渓,開花したての桜前線を追いかけ、福岡の西公園から東北へ北上した企画。,車で平泉へ
桜前線捕獲大作戦,桜前線捕獲大作戦,4,平泉,開花したての桜前線を追いかけ、福岡の西公園から東北へ北上した企画。,車で前沢へ
桜前線捕獲大作戦,桜前線捕獲大作戦,5,前沢,開花したての桜前線を追いかけ、福岡の西公園から東北へ北上した企画。,車で北上市展勝地公園へ
桜前線捕獲大作戦,桜前線捕獲大作戦,6,北上市展勝地公園,開花したての桜前線を追いかけ、福岡の西公園から東北へ北上した企画。,車で盛岡・石割桜へ
桜前線捕獲大作戦,桜前線捕獲大作戦,7,石割桜,開花したての桜前線を追いかけ、福岡の西公園から東北へ北上した企画。,車で田沢湖へ
桜前線捕獲大作戦,桜前線捕獲大作戦,8,田沢湖,開花したての桜前線を追いかけ、福岡の西公園から東北へ北上した企画。,車で乳頭温泉へ
桜前線捕獲大作戦,桜前線捕獲大作戦,9,乳頭温泉,開花したての桜前線を追いかけ、福岡の西公園から東北へ北上した企画。,
十勝二十番勝負,十勝二十番勝負,1,日勝峠,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で本別町へ
十勝二十番勝負,十勝二十番勝負,2,本別町,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で帯広市へ
十勝二十番勝負,十勝二十番勝負,3,帯広市,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で上士幌町へ
十勝二十番勝負,十勝二十番勝負,4,上士幌町,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で芽室町へ
十勝二十番勝負,十勝二十番勝負,5,芽室町,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で広尾町へ
十勝二十番勝負,十勝二十番勝負,6,広尾町,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で中札内村へ
十勝二十番勝負,十勝二十番勝負,7,中札内村,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で音更町へ
十勝二十番勝負,十勝二十番勝負,8,音更町,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で池田町へ
十勝二十番勝負,十勝二十番勝負,9,池田町,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で足寄町へ
十勝二十番勝負,十勝二十番勝負,10,足寄町,十勝地方を移動しながら20の対決を重ねた勝負企画。,車で浦幌町へ
十勝二十番勝負,十勝二十番勝負,11,浦幌町,十勝地方を移動しながら20の対決を重ねた勝負企画。,
釣りバカグランドチャンピオン大会 屋久島24時間耐久魚取り対決,釣りバカグランドチャンピオン大会 屋久島24時間耐久魚取り対決,1,屋久島,釣りバカ対決シリーズの最終決戦。屋久島で24時間の耐久魚取り対決を行った。,車で栗生へ
釣りバカグランドチャンピオン大会 屋久島24時間耐久魚取り対決,釣りバカグランドチャンピオン大会 屋久島24時間耐久魚取り対決,2,栗生,釣りバカ対決シリーズの最終決戦。屋久島で24時間の耐久魚取り対決を行った。,
日本全国絵ハガキの旅,日本全国絵ハガキの旅,1,浜松町,束から引いた絵ハガキの風景を実際に見に行く旅の第1弾。,鉄道で群馬・沼田の上発知へ
日本全国絵ハガキの旅,日本全国絵ハガキの旅,2,上発知のしだれ桜,束から引いた絵ハガキの風景を実際に見に行く旅の第1弾。,飛行機で四国へ、霊山寺へ
日本全国絵ハガキの旅,日本全国絵ハガキの旅,3,第01番札所 霊山寺,束から引いた絵ハガキの風景を実際に見に行く旅の第1弾。,飛行機で金沢へ、長町武家屋敷へ
日本全国絵ハガキの旅,日本全国絵ハガキの旅,4,長町武家屋敷,束から引いた絵ハガキの風景を実際に見に行く旅の第1弾。,飛行機・車で四国へ(高松西ICから上陸)
日本全国絵ハガキの旅,日本全国絵ハガキの旅,5,高松西インターチェンジ,束から引いた絵ハガキの風景を実際に見に行く旅の第1弾。,レンタカーで極楽寺へ(八十八ヶ所巡り)
日本全国絵ハガキの旅,日本全国絵ハガキの旅,6,第02番札所 極楽寺,束から引いた絵ハガキの風景を実際に見に行く旅の第1弾。,車で大日寺へ
日本全国絵ハガキの旅,日本全国絵ハガキの旅,7,第04番札所 大日寺,束から引いた絵ハガキの風景を実際に見に行く旅の第1弾。,車で大窪寺へ
日本全国絵ハガキの旅,日本全国絵ハガキの旅,8,第88番札所 大窪寺,束から引いた絵ハガキの風景を実際に見に行く旅の第1弾。,車で内子町へ
日本全国絵ハガキの旅,日本全国絵ハガキの旅,9,内子町,束から引いた絵ハガキの風景を実際に見に行く旅の第1弾。,
日本全国絵ハガキの旅2,日本全国絵ハガキの旅2,1,十二橋,絵ハガキの旅第2弾。引いた1枚の風景を求めて各地を巡った。,飛行機で札幌へ、時計台へ
日本全国絵ハガキの旅2,日本全国絵ハガキの旅2,2,札幌市時計台,絵ハガキの旅第2弾。引いた1枚の風景を求めて各地を巡った。,宮崎空港からレンタカーで4時間、高千穂町へ
日本全国絵ハガキの旅2,日本全国絵ハガキの旅2,3,高千穂町,絵ハガキの旅第2弾。引いた1枚の風景を求めて各地を巡った。,車で高千穂峡へ
日本全国絵ハガキの旅2,日本全国絵ハガキの旅2,4,高千穂峡,絵ハガキの旅第2弾。引いた1枚の風景を求めて各地を巡った。,車で高千穂神社へ
日本全国絵ハガキの旅2,日本全国絵ハガキの旅2,5,高千穂神社,絵ハガキの旅第2弾。引いた1枚の風景を求めて各地を巡った。,車で日南海岸・青島へ
日本全国絵ハガキの旅2,日本全国絵ハガキの旅2,6,青島,絵ハガキの旅第2弾。引いた1枚の風景を求めて各地を巡った。,車でサンメッセ日南へ
日本全国絵ハガキの旅2,日本全国絵ハガキの旅2,7,サンメッセ日南,絵ハガキの旅第2弾。引いた1枚の風景を求めて各地を巡った。,車で照葉大吊橋へ
日本全国絵ハガキの旅2,日本全国絵ハガキの旅2,8,照葉大吊橋,絵ハガキの旅第2弾。引いた1枚の風景を求めて各地を巡った。,
東北2泊3日生き地獄ツアー,東北2泊3日生き地獄ツアー,1,仙台港,フェリーで仙台に上陸し、東北の名所を強行日程で巡ったツアー企画。,観光バスで厳美渓へ
東北2泊3日生き地獄ツアー,東北2泊3日生き地獄ツアー,2,厳美渓,フェリーで仙台に上陸し、東北の名所を強行日程で巡ったツアー企画。,観光バスで前沢へ
東北2泊3日生き地獄ツアー,東北2泊3日生き地獄ツアー,3,前沢,フェリーで仙台に上陸し、東北の名所を強行日程で巡ったツアー企画。,観光バスで鬼の館へ
東北2泊3日生き地獄ツアー,東北2泊3日生き地獄ツアー,4,鬼の館,フェリーで仙台に上陸し、東北の名所を強行日程で巡ったツアー企画。,観光バスで繋温泉へ
東北2泊3日生き地獄ツアー,東北2泊3日生き地獄ツアー,5,繋温泉,フェリーで仙台に上陸し、東北の名所を強行日程で巡ったツアー企画。,
クイズ!試験に出るどうでしょう,クイズ!試験に出るどうでしょう,1,北海道テレビ放送,クイズに答えながら、試験に出る名所・史跡を実際に訪ねた「試験に出る」シリーズの第1弾。,飛行機で本州へ、レンタカーで滋賀・マキノへ
クイズ!試験に出るどうでしょう,クイズ!試験に出るどうでしょう,2,高島市(マキノ町・今津町),クイズに答えながら、試験に出る名所・史跡を実際に訪ねた「試験に出る」シリーズの第1弾。,車で関ケ原町へ
クイズ!試験に出るどうでしょう,クイズ!試験に出るどうでしょう,3,関ケ原町,クイズに答えながら、試験に出る名所・史跡を実際に訪ねた「試験に出る」シリーズの第1弾。,車で焼津市へ
クイズ!試験に出るどうでしょう,クイズ!試験に出るどうでしょう,4,焼津市,クイズに答えながら、試験に出る名所・史跡を実際に訪ねた「試験に出る」シリーズの第1弾。,車で牧之原市(榛原町)へ
クイズ!試験に出るどうでしょう,クイズ!試験に出るどうでしょう,5,牧之原市(榛原町),クイズに答えながら、試験に出る名所・史跡を実際に訪ねた「試験に出る」シリーズの第1弾。,新幹線とレンタカーで秋芳(美祢)へ
クイズ!試験に出るどうでしょう,クイズ!試験に出るどうでしょう,6,美祢市(秋芳町),クイズに答えながら、試験に出る名所・史跡を実際に訪ねた「試験に出る」シリーズの第1弾。,レンタカーで鹿児島・隼人へ
クイズ!試験に出るどうでしょう,クイズ!試験に出るどうでしょう,7,霧島市(隼人町),クイズに答えながら、試験に出る名所・史跡を実際に訪ねた「試験に出る」シリーズの第1弾。,深夜バス「桜島号」で福岡へ
クイズ!試験に出るどうでしょう,クイズ!試験に出るどうでしょう,8,福岡市東区,クイズに答えながら、試験に出る名所・史跡を実際に訪ねた「試験に出る」シリーズの第1弾。,
試験に出るどうでしょう 石川県・富山県,試験に出るどうでしょう 石川県・富山県,1,内灘町,「試験に出る」シリーズ。石川県・富山県の地理を実地で学びながら巡った。,車で羽咋市へ
試験に出るどうでしょう 石川県・富山県,試験に出るどうでしょう 石川県・富山県,2,羽咋市,「試験に出る」シリーズ。石川県・富山県の地理を実地で学びながら巡った。,車で和倉温泉「多田屋」へ(1泊)
試験に出るどうでしょう 石川県・富山県,試験に出るどうでしょう 石川県・富山県,3,多田屋,「試験に出る」シリーズ。石川県・富山県の地理を実地で学びながら巡った。,車で輪島市へ
試験に出るどうでしょう 石川県・富山県,試験に出るどうでしょう 石川県・富山県,4,輪島市,「試験に出る」シリーズ。石川県・富山県の地理を実地で学びながら巡った。,車で白米千枚田へ
試験に出るどうでしょう 石川県・富山県,試験に出るどうでしょう 石川県・富山県,5,白米千枚田,「試験に出る」シリーズ。石川県・富山県の地理を実地で学びながら巡った。,車で富山・魚津市へ
試験に出るどうでしょう 石川県・富山県,試験に出るどうでしょう 石川県・富山県,6,魚津市,「試験に出る」シリーズ。石川県・富山県の地理を実地で学びながら巡った。,車で砺波市へ
試験に出るどうでしょう 石川県・富山県,試験に出るどうでしょう 石川県・富山県,7,砺波市,「試験に出る」シリーズ。石川県・富山県の地理を実地で学びながら巡った。,車で南砺市(平村)へ
試験に出るどうでしょう 石川県・富山県,試験に出るどうでしょう 石川県・富山県,8,南砺市(平村),「試験に出る」シリーズ。石川県・富山県の地理を実地で学びながら巡った。,車で片山津温泉へ(2泊目・試験)
試験に出るどうでしょう 石川県・富山県,試験に出るどうでしょう 石川県・富山県,9,片山津温泉,「試験に出る」シリーズ。石川県・富山県の地理を実地で学びながら巡った。,
試験に出るどうでしょう 日本史,試験に出るどうでしょう 日本史,1,清須市(清洲町),「試験に出る」シリーズ。日本史の舞台を清須から有馬温泉まで実地で巡った。,車で熱田神宮へ
試験に出るどうでしょう 日本史,試験に出るどうでしょう 日本史,2,熱田神宮,「試験に出る」シリーズ。日本史の舞台を清須から有馬温泉まで実地で巡った。,車で豊明市(桶狭間)へ
試験に出るどうでしょう 日本史,試験に出るどうでしょう 日本史,3,豊明市,「試験に出る」シリーズ。日本史の舞台を清須から有馬温泉まで実地で巡った。,車で滋賀・湖北へ
試験に出るどうでしょう 日本史,試験に出るどうでしょう 日本史,4,湖北町尾上,「試験に出る」シリーズ。日本史の舞台を清須から有馬温泉まで実地で巡った。,車で浅井町へ
試験に出るどうでしょう 日本史,試験に出るどうでしょう 日本史,5,浅井町,「試験に出る」シリーズ。日本史の舞台を清須から有馬温泉まで実地で巡った。,車で愛知・鳳来(新城)へ
試験に出るどうでしょう 日本史,試験に出るどうでしょう 日本史,6,新城市(鳳来町),「試験に出る」シリーズ。日本史の舞台を清須から有馬温泉まで実地で巡った。,車で京都市中京区へ
試験に出るどうでしょう 日本史,試験に出るどうでしょう 日本史,7,京都市中京区,「試験に出る」シリーズ。日本史の舞台を清須から有馬温泉まで実地で巡った。,車で有馬温泉へ(試験)
試験に出るどうでしょう 日本史,試験に出るどうでしょう 日本史,8,有馬温泉,「試験に出る」シリーズ。日本史の舞台を清須から有馬温泉まで実地で巡った。,
四国八十八ヵ所,四国八十八ヵ所,1,第01番札所 霊山寺,車でお遍路する四国八十八ヵ所巡礼の第1弾。1番札所・霊山寺から打ち始めた。,車で第12番・焼山寺へ
四国八十八ヵ所,四国八十八ヵ所,2,第12番札所 焼山寺,車でお遍路する四国八十八ヵ所巡礼の第1弾。1番札所・霊山寺から打ち始めた。,車で第21番・太龍寺へ
四国八十八ヵ所,四国八十八ヵ所,3,第21番札所 太龍寺,車でお遍路する四国八十八ヵ所巡礼の第1弾。1番札所・霊山寺から打ち始めた。,車で第45番・岩屋寺へ
四国八十八ヵ所,四国八十八ヵ所,4,第45番札所 岩屋寺,車でお遍路する四国八十八ヵ所巡礼の第1弾。1番札所・霊山寺から打ち始めた。,車で第60番・横峰寺へ
四国八十八ヵ所,四国八十八ヵ所,5,第60番札所 横峰寺,車でお遍路する四国八十八ヵ所巡礼の第1弾。1番札所・霊山寺から打ち始めた。,
四国八十八ヵ所II,四国八十八ヵ所II,1,第14番札所 常楽寺,四国八十八ヵ所巡礼の第2弾。残りの札所を巡った。,車で第38番・金剛福寺へ
四国八十八ヵ所II,四国八十八ヵ所II,2,第38番札所 金剛福寺,四国八十八ヵ所巡礼の第2弾。残りの札所を巡った。,車で第40番・観自在寺へ
四国八十八ヵ所II,四国八十八ヵ所II,3,第40番札所 観自在寺,四国八十八ヵ所巡礼の第2弾。残りの札所を巡った。,車で第41番・龍光寺へ
四国八十八ヵ所II,四国八十八ヵ所II,4,第41番札所 龍光寺,四国八十八ヵ所巡礼の第2弾。残りの札所を巡った。,車で第46番・浄瑠璃寺へ
四国八十八ヵ所II,四国八十八ヵ所II,5,第46番札所 浄瑠璃寺,四国八十八ヵ所巡礼の第2弾。残りの札所を巡った。,車で第71番・弥谷寺へ
四国八十八ヵ所II,四国八十八ヵ所II,6,第71番札所 弥谷寺,四国八十八ヵ所巡礼の第2弾。残りの札所を巡った。,車で第79番・天皇寺高照院へ
四国八十八ヵ所II,四国八十八ヵ所II,7,第79番札所 天皇寺高照院,四国八十八ヵ所巡礼の第2弾。残りの札所を巡った。,車でうどん本陣山田屋へ
四国八十八ヵ所II,四国八十八ヵ所II,8,うどん本陣山田屋,四国八十八ヵ所巡礼の第2弾。残りの札所を巡った。,車で第85番・八栗寺へ
四国八十八ヵ所II,四国八十八ヵ所II,9,第85番札所 八栗寺,四国八十八ヵ所巡礼の第2弾。残りの札所を巡った。,
四国八十八ヵ所III,四国八十八ヵ所III,1,第88番札所 大窪寺,四国八十八ヵ所巡礼の第3弾。八十八ヵ所を打ち終え、1番札所へのお礼参りで結願した。,車で第66番・雲辺寺へ(逆打ち)
四国八十八ヵ所III,四国八十八ヵ所III,2,第66番札所 雲辺寺,四国八十八ヵ所巡礼の第3弾。八十八ヵ所を打ち終え、1番札所へのお礼参りで結願した。,車で第50番・繁多寺へ
四国八十八ヵ所III,四国八十八ヵ所III,3,第50番札所 繁多寺,四国八十八ヵ所巡礼の第3弾。八十八ヵ所を打ち終え、1番札所へのお礼参りで結願した。,車で第44番・大宝寺へ
四国八十八ヵ所III,四国八十八ヵ所III,4,第44番札所 大宝寺,四国八十八ヵ所巡礼の第3弾。八十八ヵ所を打ち終え、1番札所へのお礼参りで結願した。,車で第43番・明石寺へ
四国八十八ヵ所III,四国八十八ヵ所III,5,第43番札所 明石寺,四国八十八ヵ所巡礼の第3弾。八十八ヵ所を打ち終え、1番札所へのお礼参りで結願した。,車で第12番・焼山寺へ
四国八十八ヵ所III,四国八十八ヵ所III,6,第12番札所 焼山寺,四国八十八ヵ所巡礼の第3弾。八十八ヵ所を打ち終え、1番札所へのお礼参りで結願した。,車で第1番・霊山寺へ(お礼参り・結願)
四国八十八ヵ所III,四国八十八ヵ所III,7,第01番札所 霊山寺,四国八十八ヵ所巡礼の第3弾。八十八ヵ所を打ち終え、1番札所へのお礼参りで結願した。,
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,1,銀座,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,「銀座でお買物」の名目で築地のバイク店・竹田輪業へ
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,2,竹田輪業,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,スーパーカブ2台を購入し国道17号を北上、達磨寺へ
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,3,少林山達磨寺,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,カブで三国峠を越え越後湯沢へ(1泊)
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,4,湯沢温泉,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,カブで国道17号・8号を北上、出雲崎町へ
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,5,出雲崎町,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,カブで日本海沿いを北上(だるま屋ウィリー事件発生)
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,6,だるま屋ウィリー事件現場,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,カブで国道7号・345号を北上、酒田で宿泊
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,7,酒田駅,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,カブで本州を再横断、八郎潟へ
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,8,八郎潟調整池,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,カブで内陸(鹿角・田子経由)を通り八戸港へ
72時間!原付東日本縦断ラリー,72時間!原付東日本縦断ラリー,9,八戸港,原付カブで東京・銀座から札幌まで、制限時間72時間で東日本を縦断したラリー企画。,フェリーで苫小牧港へ(船中泊)
